Opening Time,Type [buy/sell],Symbol,Setup,Size / Quantity,Closing Time,Entry Price,Closing Price,Swap,Commission,Net Profit,Stop Loss (optional),Take Profit(optional),Highest price (optional),Lowest price (optional)
2025-04-07 14:49:00,Buy,XAUUSD,Default Setup,0.1,2025-04-07 14:59:00,3038.43,3031.5,0.0,0.0,-69.3,3031.5,3041.5,0.0,-1108.0
2025-04-07 14:49:00,Buy,XAUUSD,Default Setup,0.1,2025-04-07 14:59:00,3038.43,3031.5,0.0,0.0,-69.3,3031.5,3044.5,0.0,-1108.0
2025-04-07 14:49:00,Buy,XAUUSD,Default Setup,0.1,2025-04-07 14:57:00,3038.43,3032.4,0.0,0.0,-60.3,3032.4,3039.9,0.0,-1108.0
2025-04-07 13:34:00,Buy,XAUUSD,Default Setup,0.1,2025-04-07 14:08:00,3035.7,3041.56,0.0,0.0,58.6,3035.88,3041.56,1008.0,0.0
2025-04-07 13:34:00,Buy,XAUUSD,Default Setup,0.1,2025-04-07 14:07:00,3035.71,3038.56,0.0,0.0,28.5,3035.88,3038.56,1007.0,0.0
2025-04-07 13:34:00,Buy,XAUUSD,Default Setup,0.1,2025-04-07 14:03:00,3035.72,3036.72,0.0,0.0,10.0,3029.56,3037.06,1006.0,0.0
2025-04-07 13:06:00,Sell,XAUUSD,Default Setup,0.1,2025-04-07 13:30:00,3026.27,3033.5,0.0,0.0,-72.3,3033.5,3020.5,0.0,-723.0
2025-04-07 13:05:00,Sell,XAUUSD,Default Setup,0.1,2025-04-07 13:12:00,3027.26,3027.0,0.0,0.0,2.6,3027.0,3022.0,26.0,0.0
2025-04-07 13:05:00,Sell,XAUUSD,Default Setup,0.1,2025-04-07 13:10:00,3027.34,3025.5,0.0,0.0,18.4,3033.5,3025.5,184.0,0.0
2025-04-07 13:05:00,Sell,XAUUSD,Default Setup,0.1,2025-04-07 13:06:00,3027.34,3025.8,0.0,0.0,15.4,3033.3,3025.8,,
2025-04-07 10:55:00,Sell,XAUUSD,Default Setup,0.1,2025-04-07 10:57:00,3021.99,3017.0,0.0,0.0,49.9,3021.91,3017.0,,
2025-04-07 10:55:00,Sell,XAUUSD,Default Setup,0.1,2025-04-07 10:57:00,3021.99,3018.16,0.0,0.0,38.3,3021.91,3018.0,,
2025-04-07 10:55:00,Sell,XAUUSD,Default Setup,0.1,2025-04-07 10:56:00,3022.05,3020.71,0.0,0.0,13.4,3028.21,3020.71,,
2025-04-07 10:44:00,Sell,XAUUSD,Default Setup,0.1,2025-04-07 10:53:00,3019.86,3026.89,0.0,0.0,-70.3,3027.0,3018.0,0.0,-1392.0
2025-04-07 10:44:00,Sell,XAUUSD,Default Setup,0.1,2025-04-07 10:53:00,3019.74,3027.0,0.0,0.0,-72.6,3027.0,3014.0,0.0,-1404.0
