Opening Time,Type [buy/sell],Symbol,Setup,Size / Quantity,Closing Time,Entry Price,Closing Price,Swap,Commission,Net Profit,Stop Loss (optional),Take Profit(optional),Highest price (optional),Lowest price (optional)
2025-01-10 16:02:00,Buy,XAUUSD,Default Setup,0.1,2025-01-10 16:18:00,2685.26,2686.93,0.0,0.0,16.7,2679.26,2686.76,,
2025-01-10 15:48:00,Buy,XAUUSD,Default Setup,0.1,2025-01-10 16:00:00,2678.45,2684.52,0.0,0.0,60.7,2672.45,2684.45,,
2025-01-10 15:48:00,Buy,XAUUSD,Default Setup,0.1,2025-01-10 15:49:00,2678.27,2681.27,0.0,0.0,30.0,2672.27,2681.27,,
2025-01-10 15:48:00,Buy,XAUUSD,Default Setup,0.1,2025-01-10 15:48:00,2678.45,2679.95,0.0,0.0,15.0,2672.45,2679.95,,
2025-01-10 15:04:00,Sell,XAUUSD,Default Setup,0.1,2025-01-10 15:30:00,2675.77,2672.69,0.0,0.0,30.8,2681.77,2672.77,,
2025-01-10 15:04:00,Sell,XAUUSD,Default Setup,0.1,2025-01-10 15:30:00,2675.44,2667.19,0.0,0.0,82.5,2681.44,2669.44,,
2025-01-10 15:04:00,Sell,XAUUSD,Default Setup,0.1,2025-01-10 15:30:00,2675.44,2672.14,0.0,0.0,33.0,2681.44,2673.94,,
2025-01-10 14:05:00,Sell,XAUUSD,Default Setup,0.1,2025-01-10 14:46:00,2678.74,2678.32,0.0,0.0,4.2,2684.74,2672.74,,
2025-01-10 14:05:00,Sell,XAUUSD,Default Setup,0.1,2025-01-10 14:39:00,2678.74,2675.74,0.0,0.0,30.0,2684.74,2675.74,,
2025-01-10 14:05:00,Sell,XAUUSD,Default Setup,0.1,2025-01-10 14:27:00,2678.74,2677.19,0.0,0.0,15.5,2684.74,2677.24,,
2025-01-09 16:23:00,Sell,XAUUSD,Default Setup,0.1,2025-01-09 19:07:00,2670.11,2664.11,0.0,0.0,60.0,2676.11,2664.11,,
2025-01-09 16:33:00,Buy,XAUUSD,Default Setup,0.1,2025-01-09 16:51:00,2672.28,2675.29,0.0,0.0,30.1,2666.28,2675.28,,
2025-01-09 16:33:00,Buy,XAUUSD,Default Setup,0.1,2025-01-09 16:36:00,2672.29,2673.79,0.0,0.0,15.0,2666.29,2673.79,,
2025-01-09 16:23:00,Sell,XAUUSD,Default Setup,0.1,2025-01-09 16:28:00,2670.11,2668.59,0.0,0.0,15.2,2676.11,2668.61,,
2025-01-09 15:21:00,Buy,XAUUSD,Default Setup,0.1,2025-01-09 16:26:00,2675.66,2669.64,0.0,0.0,-60.2,2669.66,2678.66,,
2025-01-09 15:35:00,Buy,XAUUSD,Default Setup,0.1,2025-01-09 16:04:00,2677.53,2671.52,0.0,0.0,-60.1,2671.53,2683.53,,
2025-01-09 15:52:00,Sell,XAUUSD,Default Setup,0.1,2025-01-09 15:57:00,2674.72,2673.16,0.0,0.0,15.6,2680.72,2673.22,,
2025-01-09 15:21:00,Buy,XAUUSD,Default Setup,0.1,2025-01-09 15:35:00,2675.74,2677.28,0.0,0.0,15.4,2669.74,2677.24,,
2025-01-09 13:27:00,Buy,XAUUSD,Default Setup,0.1,2025-01-09 14:34:00,2670.36,2673.39,0.0,0.0,30.3,2664.36,2673.36,,
2025-01-09 13:27:00,Buy,XAUUSD,Default Setup,0.1,2025-01-09 13:49:00,2671.54,2673.11,0.0,0.0,15.7,2665.54,2673.04,,
2025-01-08 16:32:00,Buy,XAUUSD,Default Setup,0.1,2025-01-08 19:22:00,2665.25,2666.9,0.0,0.0,16.5,2659.25,2671.25,,
2025-01-08 16:32:00,Buy,XAUUSD,Default Setup,0.1,2025-01-08 18:48:00,2665.31,2668.31,0.0,0.0,30.0,2659.29,2668.29,,
2025-01-08 16:45:00,Sell,XAUUSD,Default Setup,0.1,2025-01-08 16:57:00,2662.92,2661.4,0.0,0.0,15.2,2668.92,2661.42,,
2025-01-08 16:32:00,Buy,XAUUSD,Default Setup,0.1,2025-01-08 16:37:00,2665.25,2666.76,0.0,0.0,15.1,2659.25,2666.75,,
2025-01-08 16:03:00,Buy,XAUUSD,Default Setup,0.1,2025-01-08 16:13:00,2663.56,2664.41,0.0,0.0,8.5,2656.91,2664.41,,
2025-01-08 15:42:00,Buy,XAUUSD,Default Setup,0.1,2025-01-08 16:03:00,2657.62,2663.7,0.0,0.0,60.8,2651.62,2663.62,,
2025-01-08 15:42:00,Buy,XAUUSD,Default Setup,0.1,2025-01-08 16:00:00,2657.56,2660.56,0.0,0.0,30.0,2651.56,2660.56,,
2025-01-08 15:42:00,Buy,XAUUSD,Default Setup,0.1,2025-01-08 15:55:00,2657.62,2659.14,0.0,0.0,15.2,2651.62,2659.12,,
2025-01-08 15:16:00,Buy,XAUUSD,Default Setup,0.1,2025-01-08 15:23:00,2657.84,2659.36,0.0,0.0,15.2,2651.84,2659.34,,
2025-01-08 15:01:00,Buy,XAUUSD,Default Setup,0.1,2025-01-08 15:01:00,2654.59,2656.16,0.0,0.0,15.7,2648.59,2656.09,,
2025-01-08 14:38:00,Buy,XAUUSD,Default Setup,0.1,2025-01-08 15:00:00,2650.24,2653.24,0.0,0.0,30.0,2644.24,2653.24,,
2025-01-08 14:38:00,Buy,XAUUSD,Default Setup,0.1,2025-01-08 14:48:00,2650.18,2651.69,0.0,0.0,15.1,2644.18,2651.68,,
2025-01-08 13:28:00,Sell,XAUUSD,Default Setup,0.1,2025-01-08 14:25:00,2649.04,2646.04,0.0,0.0,30.0,2655.04,2646.04,,
2025-01-08 13:28:00,Sell,XAUUSD,Default Setup,0.1,2025-01-08 14:22:00,2648.91,2647.39,0.0,0.0,15.2,2654.91,2647.41,,
2025-01-07 16:36:00,Buy,XAUUSD,Default Setup,0.1,2025-01-07 17:00:00,2662.9,2654.11,0.0,0.0,-87.9,2656.9,2668.9,,
2025-01-07 16:36:00,Buy,XAUUSD,Default Setup,0.1,2025-01-07 17:00:00,2662.9,2654.11,0.0,0.0,-87.9,2656.9,2664.4,,
2025-01-07 16:02:00,Sell,XAUUSD,Default Setup,0.1,2025-01-07 16:21:00,2659.77,2659.22,0.0,0.0,5.5,2665.77,2653.77,,
2025-01-07 16:02:00,Sell,XAUUSD,Default Setup,0.1,2025-01-07 16:17:00,2659.86,2656.85,0.0,0.0,30.1,2665.86,2656.86,,
2025-01-07 16:02:00,Sell,XAUUSD,Default Setup,0.1,2025-01-07 16:15:00,2659.77,2658.26,0.0,0.0,15.1,2665.77,2658.27,,
2025-01-07 15:35:00,Sell,XAUUSD,Default Setup,0.1,2025-01-07 15:57:00,2657.96,2663.96,0.0,0.0,-60.0,2663.96,2651.96,,
2025-01-07 15:35:00,Sell,XAUUSD,Default Setup,0.1,2025-01-07 15:57:00,2657.96,2663.96,0.0,0.0,-60.0,2663.96,2656.46,,
2025-01-07 15:19:00,Buy,XAUUSD,Default Setup,0.1,2025-01-07 15:20:00,2657.51,2660.51,0.0,0.0,30.0,2651.51,2660.51,,
2025-01-07 14:40:00,Buy,XAUUSD,Default Setup,0.1,2025-01-07 15:19:00,2651.49,2657.54,0.0,0.0,60.5,2645.49,2657.49,,
2025-01-07 15:03:00,Buy,XAUUSD,Default Setup,0.1,2025-01-07 15:16:00,2654.18,2655.68,0.0,0.0,15.0,2648.18,2655.68,,
2025-01-07 14:40:00,Buy,XAUUSD,Default Setup,0.1,2025-01-07 15:03:00,2650.86,2653.86,0.0,0.0,30.0,2644.86,2653.86,,
2025-01-07 14:07:00,Buy,XAUUSD,Default Setup,0.1,2025-01-07 14:52:00,2651.04,2652.54,0.0,0.0,15.0,2645.04,2652.54,,
2025-01-07 13:06:00,Buy,XAUUSD,Default Setup,0.1,2025-01-07 14:09:00,2646.52,2648.14,0.0,0.0,16.2,2640.52,2652.52,,
2025-01-07 13:06:00,Buy,XAUUSD,Default Setup,0.1,2025-01-07 14:07:00,2646.54,2649.56,0.0,0.0,30.2,2640.54,2649.54,,
2025-01-07 13:06:00,Buy,XAUUSD,Default Setup,0.1,2025-01-07 13:48:00,2646.52,2648.03,0.0,0.0,15.1,2640.52,2648.02,,
2025-01-06 16:32:00,Buy,XAUUSD,Default Setup,0.1,2025-01-06 16:53:00,2628.32,2634.33,0.0,0.0,60.1,2622.31,2634.31,,
2025-01-06 16:32:00,Buy,XAUUSD,Default Setup,0.1,2025-01-06 16:51:00,2628.39,2631.41,0.0,0.0,30.2,2622.39,2631.39,,
2025-01-06 16:32:00,Buy,XAUUSD,Default Setup,0.1,2025-01-06 16:49:00,2628.32,2629.81,0.0,0.0,14.9,2622.31,2629.81,,
2025-01-06 16:15:00,Sell,XAUUSD,Default Setup,0.1,2025-01-06 16:17:00,2624.36,2618.33,0.0,0.0,60.3,2630.36,2618.36,,
2025-01-06 16:15:00,Sell,XAUUSD,Default Setup,0.1,2025-01-06 16:16:00,2624.3,2621.25,0.0,0.0,30.5,2630.3,2621.3,,
2025-01-06 16:15:00,Sell,XAUUSD,Default Setup,0.1,2025-01-06 16:16:00,2624.36,2622.57,0.0,0.0,17.9,2630.36,2622.86,,
2025-01-06 13:33:00,Buy,XAUUSD,Default Setup,0.1,2025-01-06 15:30:00,2647.32,2641.31,0.0,0.0,-60.1,2641.32,2650.32,,
2025-01-06 14:37:00,Buy,XAUUSD,Default Setup,0.1,2025-01-06 14:39:00,2645.05,2646.58,0.0,0.0,15.3,2639.05,2646.55,,
2025-01-06 13:50:00,Sell,XAUUSD,Default Setup,0.1,2025-01-06 14:07:00,2646.29,2644.75,0.0,0.0,15.4,2652.29,2644.79,,
2025-01-06 13:33:00,Buy,XAUUSD,Default Setup,0.1,2025-01-06 13:43:00,2647.3,2649.23,0.0,0.0,19.3,2641.3,2648.8,,
2025-01-06 13:14:00,Buy,XAUUSD,Default Setup,0.1,2025-01-06 13:24:00,2636.53,2642.86,0.0,0.0,63.3,2630.53,2642.53,,
2025-01-06 13:14:00,Buy,XAUUSD,Default Setup,0.1,2025-01-06 13:17:00,2636.22,2639.23,0.0,0.0,30.1,2630.22,2639.22,,
2025-01-06 13:14:00,Buy,XAUUSD,Default Setup,0.1,2025-01-06 13:15:00,2636.53,2638.34,0.0,0.0,18.1,2630.53,2638.03,,
2025-01-03 15:38:00,Sell,XAUUSD,Default Setup,0.1,2025-01-03 17:40:00,2646.91,2646.13,0.0,0.0,7.8,2652.91,2640.91,,
2025-01-03 16:08:00,Sell,XAUUSD,Default Setup,0.1,2025-01-03 17:03:00,2647.41,2644.41,0.0,0.0,30.0,2653.41,2644.41,,
2025-01-03 16:08:00,Sell,XAUUSD,Default Setup,0.1,2025-01-03 16:23:00,2647.32,2645.79,0.0,0.0,15.3,2653.32,2645.82,,
2025-01-03 15:47:00,Buy,XAUUSD,Default Setup,0.1,2025-01-03 15:54:00,2648.29,2651.33,0.0,0.0,30.4,2642.29,2651.29,,
2025-01-03 15:48:00,Buy,XAUUSD,Default Setup,0.1,2025-01-03 15:51:00,2648.26,2649.79,0.0,0.0,15.3,2642.26,2649.76,,
2025-01-03 15:38:00,Sell,XAUUSD,Default Setup,0.1,2025-01-03 15:39:00,2646.97,2643.96,0.0,0.0,30.1,2652.97,2643.97,,
2025-01-03 15:38:00,Sell,XAUUSD,Default Setup,0.1,2025-01-03 15:39:00,2646.91,2645.15,0.0,0.0,17.6,2652.91,2645.41,,
2025-01-03 14:29:00,Sell,XAUUSD,Default Setup,0.1,2025-01-03 15:23:00,2655.36,2649.33,0.0,0.0,60.3,2661.36,2649.36,,
